name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
G.Skill FA-1600C11S-8GSQ 8 GB,46.32,"3,1600","1,8",5.79,Black / Green,13.75,11.0
G.Skill FA-8500CL7D-8GBSQ 8 GB,27.38,"3,1066","2,4",3.422,Black / Green,13.133,7.0
G.Skill FA-8500CL7S-4GBSQ 4 GB,28.48,"3,1066","1,4",7.12,Black / Green,13.133,7.0
HP 647909-B21 8 GB,47.7,"3,1333","1,8",5.963,Black / Green,13.503,9.0
IBM 00D4959 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Mushkin 971643A 2 GB,,"3,1066","1,2",,Black / Blue,13.133,7.0
Mushkin 971644A 4 GB,,"3,1066","1,4",,Black / Blue,13.133,7.0
Mushkin 971699A 2 GB,23.35,"3,1066","1,2",11.675,Black / Green,13.133,7.0
Mushkin 971980A 16 GB,,"3,1333","1,16",,Black / Green,13.503,9.0
Mushkin 972020A 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
Mushkin 972038A 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Mushkin 972044A 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
Mushkin 973980A 64 GB,,"3,1333","4,16",,Black / Green,13.503,9.0
Mushkin 974044A 32 GB,,"3,1333","4,8",,Black / Green,13.503,9.0
Mushkin 976539A 4 GB,,"2,667","2,2",,Black / Green,14.993,5.0
Mushkin 977020A 16 GB,,"3,1333","2,8",,Black / Green,13.503,9.0
Mushkin 977033A 8 GB,,"3,1600","2,4",,Black / Green,13.75,11.0
Patriot Mac 16 GB,,"3,1333","2,8",,Black / Green,13.503,9.0
Mushkin 976647A 8 GB,33.46,"3,1333","2,4",4.183,Black / Green,13.503,9.0
GeIL EVO Leggera 2 GB,,"3,1333","1,2",,Black / Blue,13.503,9.0
GeIL EVO VELOCE 2 GB,,"3,1333","1,2",,Red / White,13.503,9.0
GeIL Green 8 GB,71.9,"3,1333","2,4",8.988,Black / Green,13.503,9.0
GeIL EVO POTENZA 4 GB,,"3,1600","1,4",,Black / Red,11.25,9.0
AMD R9 Gamer 8 GB,,"3,2400","2,4",,Black / Silver,9.167,11.0
Crucial CT2KIT12872BA1067 2 GB,,"3,1066","2,1",,Black / Green,13.133,7.0
Mushkin 976643A 4 GB,31.7,"3,1066","2,2",7.925,Black / Blue,13.133,7.0
Mushkin 976644A 8 GB,,"3,1066","2,4",,Black / Green,13.133,7.0
Mushkin Proline 12 GB,,"3,1333","3,4",,Black / Green,13.503,9.0
Patriot Mac 8 GB,74.95,"3,1333","2,4",9.369,Black / Blue,13.503,9.0
VisionTek 900642 8 GB,,"3,1600","1,8",,Black,13.75,11.0
Mushkin Proline 8 GB,,"3,1866","2,4",,Black / Green,13.934,13.0
Patriot Viper 3 Black 16 GB,,"3,1600","2,8",,Black / Silver,12.5,10.0
Patriot Viper 3 Low Profile Red 16 GB,,"3,1600","2,8",,Black / Red,12.5,10.0
Patriot Viper 3 Low Profile Black 16 GB,,"3,1600","2,8",,Black / Silver,11.25,9.0
Patriot Viper 3 Low Profile Black 16 GB,98.97,"3,1866","2,8",6.186,Black / Silver,10.718,10.0
Patriot Viper 3 Low Profile Red 32 GB,,"3,1600","4,8",,Black / Red,12.5,10.0
Patriot Viper 3 Low Profile Black 8 GB,,"3,1600","2,4",,Black / Silver,12.5,10.0
Patriot Viper 3 Low Profile Black 8 GB,66.48,"3,1600","2,4",8.31,Black / Silver,11.25,9.0
Patriot Viper 3 Low Profile Red 8 GB,67.2,"3,1600","2,4",8.4,Black / Red,11.25,9.0
Patriot Viper 3 Low Profile Red 8 GB,,"3,1866","2,4",,Black / Red,10.718,10.0
Patriot Viper 3 Red 8 GB,76.76,"3,1866","2,4",9.595,Black / Red,9.646,9.0
Patriot Viper 3 Low Profile Black 8 GB,74.06,"3,2133","2,4",9.258,Black / Silver,10.314,11.0
Kingston KHX18C10/8 8 GB,,"3,1866","1,8",,Blue / Silver,10.718,10.0
Kingston KHX18C10K2/8 8 GB,,"3,1866","2,4",,Blue / Silver,10.718,10.0
Kingston Beast 16 GB,,"3,1866","4,4",,Black,10.718,10.0
Kingston KHX18LS11P1K2/16 16 GB,,"3,1866","2,8",,Silver,11.79,11.0
Kingston KHX18LS11P1K2/8 8 GB,,"3,1866","2,4",,Silver,11.79,11.0
Kingston KAS-N3CL/8G 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Patriot PX34G1333C9 Bundle 8 GB,,"3,1333","2,4",,Black / Silver,13.503,9.0
Mushkin 976605 8 GB,,"2,667","2,4",,Blue / Silver,14.993,5.0
VisionTek 900471 4 GB,,"2,800","2,2",,Black / Green,12.5,5.0
Crucial CT51264BA160BJ 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
G.Skill Sniper 4 GB,,"3,1600","1,4",,Black / Red,11.25,9.0
G.Skill F3-1333C9D-8GSA 8 GB,,"3,1333","2,4",,Black,13.503,9.0
Wintec One 16 GB,,"3,1600","2,8",,Black / Green,13.75,11.0
Transcend JetRam 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
AMD Radeon R3 Value 4 GB,,"3,1333","1,4",,Black / Red,13.503,9.0
AMD Radeon R3 Value 8 GB,,"3,1333","1,8",,Black / Red,13.503,9.0
Crucial CT25672BD1339 2 GB,,"3,1333","1,2",,Black / Green,13.503,9.0
Kingston KHX13C9B1B/8 8 GB,,"3,1333","1,8",,Black / Silver,13.503,9.0
Crucial CT25664BA1339A 2 GB,,"3,1333","1,2",,Black / Green,13.503,9.0
Kingston KVR16R11S4K4/32 32 GB,,"3,1600","4,8",,Black / Green,13.75,11.0
PNY MD16384KD3-2133-X11 16 GB,,"3,2133","2,8",,Black / Red,10.314,11.0
PNY MN4096SD3-1600-LV 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
PNY MN8192SD3-1600-LV 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
V7 V73T2GNZBII 2 GB,,"3,1333","1,2",,Black / Green,13.503,9.0
V7 V73T8GNAJKI 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
AMD R5 Entertainment 16 GB,,"3,1600","2,8",,Black / Red,13.75,11.0
AMD R5 Entertainment 4 GB,,"3,1600","1,4",,Black / Red,13.75,11.0
AMD R5 Entertainment 8 GB,,"3,1600","2,4",,Black / Red,13.75,11.0
Corsair CMSO2GX3M1C1600C11 2 GB,,"3,1600","1,2",,Black / Green,13.75,11.0
Crucial CT2KIT51264BF1339J 8 GB,,"3,1333","2,4",,Black / Green,13.503,9.0
Kingston KVR13LS9S6/2 2 GB,,"3,1333","1,2",,Black / Green,13.503,9.0
PNY MD32768K4D3-1600-X9 32 GB,,"3,1600","4,8",,Black / White,11.25,9.0
PNY MN16384KD3-1600-LV 16 GB,,"3,1600","2,8",,Black / Green,13.75,11.0
PNY MN8192KD3-1600-LV 8 GB,,"3,1600","2,4",,Black / Green,13.75,11.0
Crucial CT4K8G4DFD8213 32 GB,,"4,2133","4,8",,Black / Green,14.065,15.0
Kingston HyperX Savage 4 GB,,"3,1600","1,4",,Black / Red,11.25,9.0
Transcend JM1333KSN-2G 2 GB,,"3,1333","1,2",,Black / Green,13.503,9.0
Samsung M393B2G70BH0-YH9 16 GB,48.99,"3,1333","1,16",,Black / Green,13.503,9.0
Crucial CT3K32G3ELSDQ4186D 96 GB,,"3,1866","3,32",,Blue / Silver,13.934,13.0
Crucial CT3K32G3ELSLQ4160B 96 GB,,"3,1600","3,32",,Blue / Silver,13.75,11.0
Kingston KVR16R11S4/8KF 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Kingston KVR21R15S4/8 8 GB,28.98,"4,2133","1,8",3.623,Black / Green,14.065,15.0
TEAMGROUP TSD316G1333C9DC-E 16 GB,,"3,1333","2,8",,Black / Green,13.503,9.0
TEAMGROUP TSD316G1600C11DC-E 16 GB,,"3,1600","2,8",,Black / Green,13.75,11.0
TEAMGROUP TSD34096M1333C9DC-E 4 GB,,"3,1333","2,2",,Black / Green,13.503,9.0
TEAMGROUP TSD38192M1066C7DC-E 8 GB,,"3,1066","2,4",,Black / Green,13.133,7.0
TEAMGROUP TSD38192M1333C9DC-E 8 GB,,"3,1333","2,4",,Black,13.503,9.0
TEAMGROUP TSD38192M1333C9-E 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
TEAMGROUP TSD38192M1600C11DC-E 8 GB,,"3,1600","2,4",,Black / Green,13.75,11.0
TEAMGROUP TSD38192M1600C11-E 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Crucial CT16G4VFD4213 16 GB,64.95,"4,2133","1,16",4.059,Black / Green,14.065,15.0
Crucial CT2K16G4VFD4213 32 GB,,"4,2133","2,16",,Black / Green,14.065,15.0
Crucial CT3KIT12864BA160B 3 GB,,"3,1600","3,1",,Black / Green,13.75,11.0
Crucial CT3KIT25664BA160B 6 GB,,"3,1600","3,2",,Black / Green,13.75,11.0
Crucial CT4K8G4VFS4213 32 GB,,"4,2133","4,8",,Black / Green,14.065,15.0
Crucial CT8G4VFS4213 8 GB,28.99,"4,2133","1,8",3.624,Black / Green,14.065,15.0
GeIL GPR416GB2800C16QC 16 GB,,"4,2800","4,4",,Black / Red,10.714,15.0
GeIL GPR432GB2133C15QC 32 GB,,"4,2133","4,8",,Black / Red,14.065,15.0
GeIL GPR432GB2800C16QC 32 GB,,"4,2800","4,8",,Black / Red,10.714,15.0
Kingston Impact Black 4 GB,,"3,1600","1,4",,Black,11.25,9.0
Kingston Impact Black 8 GB,,"3,1600","1,8",,Black,11.25,9.0
Kingston Impact Black 16 GB,,"3,1600","2,8",,Black,11.25,9.0
Kingston Beast 8 GB,,"3,1866","2,4",,Black,10.718,10.0
TEAMGROUP Zeus Yellow 8 GB,,"3,1600","2,4",,Yellow,11.25,9.0
Crucial CT32G3ELSLQ4160B 32 GB,,"3,1600","1,32",,Blue / Silver,13.75,11.0
Crucial CT8G4RFS4213 8 GB,34.99,"4,2133","1,8",4.374,Black / Green,14.065,15.0
GeIL GPR416GB2133C15QC 16 GB,,"4,2133","4,4",,Black / Red,14.065,15.0
GeIL GPR416GB2400C15QC 16 GB,,"4,2400","4,4",,Black / Red,12.5,15.0
Kingston HX421C13PBK4/16 16 GB,,"4,2133","4,4",,Black,12.189,13.0
Kingston HX426C13PB2K4/16 16 GB,,"4,2666","4,4",,Black,9.752,13.0
Kingston HX428C14PB2K4/16 16 GB,,"4,2800","4,4",,Black,10.0,14.0
Samsung M393B1G70QH0-CMA08 8 GB,,"3,1866","1,8",,Black / Green,13.934,13.0
Wintec HMT31GR7CFR4C-PBD8 8 GB,,"3,1600","1,8",,Black,13.75,11.0
Wintec HMT31GR7EFR4C-RDT8 8 GB,,"3,1866","1,8",,Black / Blue,13.934,13.0
Wintec HMT325U7EFR8A-PB 2 GB,,"3,1600","1,2",,Black / Blue,13.75,11.0
Wintec HMT351R7CFR8A-H9T3 4 GB,,"3,1333","1,4",,Black / Blue,13.503,9.0
Wintec HMT351R7CFR8A-H9T8 4 GB,,"3,1333","1,4",,Black / Blue,13.503,9.0
Wintec HMT351R7EFR8A-PBT8 4 GB,,"3,1600","1,4",,Black / Blue,13.75,11.0
Wintec HMT41GR7MFR8C-PBT8 8 GB,,"3,1600","1,8",,Black / Blue,13.75,11.0
Wintec HMT41GV7AFR8C-RDT8 8 GB,,"3,1600","1,8",,Black / Blue,13.75,11.0
Wintec HMT42GR7MFR4C-H9T3 16 GB,,"3,1333","1,16",,Black / Blue,13.503,9.0
Wintec HMT42GR7MFR4C-PB 16 GB,,"3,1600","1,16",,Black / Blue,13.75,11.0
Apotop S3A4Gx1-13C9EB 4 GB,,"3,1333","1,4",,Black / Green,13.503,9.0
Apotop U3A8Gx2-16CACB 16 GB,,"3,1600","2,8",,Black / Purple,12.5,10.0
TEAMGROUP Vulcan Gold 16 GB,,"3,2133","2,8",,Gold,10.314,11.0
Apotop L3A4Gx1-16CBDA 4 GB,,"3,1600","1,4",,Black / Red,13.75,11.0
Apotop L3A4Gx2-16CBDA 8 GB,,"3,1600","2,4",,Black / Red,13.75,11.0
Apotop U3A4Gx2-16C9BB 8 GB,,"3,1600","2,4",,Black / Purple,11.25,9.0
Apotop U3A4Gx2-16CACB 8 GB,,"3,1600","2,4",,Black / Purple,12.5,10.0
Apotop U3A8Gx2-16C9AB 16 GB,,"3,1600","2,8",,Black / Purple,11.25,9.0
Apotop U3A8Gx2-16C9BB 16 GB,,"3,1600","2,8",,Black / Purple,11.25,9.0
Apotop U3A8Gx2-18C9AB 16 GB,,"3,1866","2,8",,Black / Purple,9.646,9.0
Apotop U3A8Gx2-21C9AC 16 GB,,"3,2133","2,8",,Black / Purple,8.439,9.0
Apotop U3A8Gx4-16C9AB 32 GB,,"3,1600","4,8",,Black / Purple,11.25,9.0
Apotop U3A8Gx4-16C9BB 32 GB,,"3,1600","4,8",,Black / Purple,11.25,9.0
Apotop U3A8Gx4-18C9AB 32 GB,,"3,1866","4,8",,Black / Purple,9.646,9.0
Apotop U3A8Gx4-21C9AC 32 GB,,"3,2133","4,8",,Black / Purple,8.439,9.0
Apotop U3A2Gx2-16C9BB 4 GB,,"3,1600","2,2",,Black / Purple,11.25,9.0
Patriot Extreme Performance 32 GB,167.46,"4,2133","4,8",5.233,Black / White,14.065,15.0
Crucial BLT2KIT4G3D1608DT1TX 8 GB,,"3,1600","2,4",,Black / Yellow,10.0,8.0
Crucial Ballistix Tactical Tracer 12 GB,,"3,1600","3,4",,Black / Silver,10.0,8.0
Mushkin 974136A 32 GB,,"3,1866","4,8",,Black / Green,13.934,13.0
Mushkin 974146A 64 GB,,"3,1866","4,16",,Black,13.934,13.0
Mushkin Proline 8 GB,41.8,"3,1333","1,8",5.225,Black / Green,13.503,9.0
Mushkin Proline 64 GB,,"3,1866","4,16",,Black / Green,13.934,13.0
Wintec 3RSH186613R4H-16GK 16 GB,,"3,1866","2,8",,Black / Silver,13.934,13.0
Wintec 3RSH186613R4H-32GQ 32 GB,,"3,1866","4,8",,Black / Silver,13.934,13.0
Wintec 3RSH186613R5H-64GQ 64 GB,,"3,1866","4,16",,Black / Silver,13.934,13.0
Wintec 3RSH186613R5H-32GK 32 GB,,"3,1866","1,32",,Black / Silver,13.934,13.0
Wintec 3RSL160011R9H-16GK 16 GB,,"3,1600","2,8",,Black / Silver,13.75,11.0
Mushkin 992082 32 GB,91.87,"3,1333","1,32",2.871,Silver,13.503,9.0
TEAMGROUP Vulcan Orange 16 GB,,"3,2133","2,8",,Orange,10.314,11.0
GeIL GPR416GB2666C15QC 16 GB,,"4,2666","4,4",,Black / Red,11.253,15.0
GeIL GPR432GB2400C15QC 32 GB,,"4,2400","4,8",,Black / Red,12.5,15.0
Kingston KVR16LE11K4/32I 32 GB,,"3,1600","4,8",,Black / Green,13.75,11.0
G.Skill Ripjaws 4 64 GB,,"4,2800","8,8",,Black,10.714,15.0
GeIL GPR432GB3000C15QC 32 GB,,"4,3000","4,8",,Black / Red,10.0,15.0
GeIL GPR416GB3200C16QC 16 GB,,"4,3200","4,4",,Black / Red,10.0,16.0
GeIL GPR416GB3000C15QC 16 GB,,"4,3000","4,4",,Black / Red,10.0,15.0
AMD ASH1333U/8GB 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
Apotop U3A4Gx2-16CBWB 8 GB,,"3,1600","2,4",,White / Purple,13.75,11.0
Apotop U3A8Gx1-16CBWB 8 GB,,"3,1600","1,8",,White / Purple,13.75,11.0
Kingston KHX12800D3K2/4G 4 GB,,"3,1600","2,2",,Blue / Silver,11.25,9.0
Apotop U3A4Gx1-16CBWB 4 GB,,"3,1600","1,4",,White / Purple,13.75,11.0
Apotop U3A8Gx2-16CBWB 16 GB,,"3,1600","2,8",,White / Purple,13.75,11.0
Apotop U3A4Gx1-16C9GB 4 GB,,"3,1600","1,4",,Black / Gold,11.25,9.0
Apotop U3A4Gx2-18C9GB 8 GB,,"3,1866","2,4",,Black / Gold,9.646,9.0
Apotop U3A4Gx2-16C9GB 8 GB,,"3,1600","2,4",,Black / Gold,11.25,9.0
Apotop U3A4Gx2-18C9PB 8 GB,,"3,1866","2,4",,White / Purple,9.646,9.0
Apotop U3A4Gx2-21C9GC 8 GB,,"3,2133","2,4",,Black / Gold,8.439,9.0
Apotop U3A4Gx2-21C9PC 8 GB,,"3,2133","2,4",,White / Purple,8.439,9.0
Apotop U3A8Gx1-16C9GB 8 GB,,"3,1600","1,8",,Black / Gold,11.25,9.0
Apotop U3A8Gx2-18C9GB 16 GB,,"3,1866","2,8",,Black / Gold,9.646,9.0
Apotop U3A8Gx2-16C9GB 16 GB,,"3,1600","2,8",,Black / Gold,11.25,9.0
Apotop U3A8Gx2-18C9PB 16 GB,,"3,1866","2,8",,White / Purple,9.646,9.0
Apotop U3A8Gx2-21C9PC 16 GB,,"3,2133","2,8",,White / Purple,8.439,9.0
Crucial CT12872AA80E 1 GB,,"2,800","1,1",,Black / Green,12.5,5.0
Crucial CT2KIT51272AF80E 8 GB,,"2,800","2,4",,Silver,12.5,5.0
Wintec Server 64 GB,,"3,1333","4,16",,Silver,13.503,9.0
Crucial Ballistix Tactical 12 GB,,"3,1600","3,4",,Black / Silver,10.0,8.0
GeIL GPR416GB3000C16QC 16 GB,,"4,3000","4,4",,Black / Red,10.667,16.0
Patriot PX416G266C5QK 16 GB,,"4,2666","4,4",,Black / Silver,11.253,15.0
Patriot PX432G280C6QK 32 GB,,"4,2800","4,8",,Black / Silver,10.714,15.0
Crucial Ballistix Smart Tracer 16 GB,,"3,1600","2,8",,Black / Silver,10.0,8.0
Kingston KVR16E11S8/4HB 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
Kingston KVR16LE11/8HB 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
TEAMGROUP R-DIMM 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
TEAMGROUP R-DIMM 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
Kingston KVR16E11/8HB 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
TEAMGROUP Vulcan Orange 8 GB,,"3,2133","2,4",,Orange,10.314,11.0
Kingston KVR16LR11D4/16HB 16 GB,,"3,1600","1,16",,Black / Green,13.75,11.0
Kingston KVR16LR11S4/8HB 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Kingston KVR16R11D4/16HB 16 GB,107.67,"3,1600","1,16",6.729,Black / Green,13.75,11.0
Kingston KVR16R11S4/8HB 8 GB,144.38,"3,1600","1,8",18.047,Black / Green,13.75,11.0
Patriot PSD34G1600L82S 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
Wintec 3SH13339R5-8GR 8 GB,,"3,1333","1,8",,Black / Green,13.503,9.0
Corsair TW3X4G1333C9A 4 GB,,"3,1333","2,2",,Black / Blue,13.503,9.0
Kingston KVR16LE11S8/4HB 4 GB,,"3,1600","1,4",,Black / Green,13.75,11.0
TEAMGROUP R-DIMM 32 GB,,"3,1333","1,32",,Silver,13.503,9.0
Patriot Viper 4 16 GB,98.78,"4,2666","4,4",6.174,Black / Red,11.253,15.0
Patriot Viper 4 32 GB,168.13,"4,2666","4,8",5.254,Black / Red,11.253,15.0
ADATA ADDS1600W4G11-S 4 GB,21.82,"3,1600","1,4",5.455,Black / Green,13.75,11.0
Samsung M393B1G73DB0-YK0 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
GeIL GPW38GB3000C13DC 8 GB,,"3,3000","2,4",,Black / White,8.667,13.0
Kingston HX321LS11IB2K2/8 8 GB,,"3,2133","1,8",,Black / Silver,10.314,11.0
Silicon Power SP008GXLYU16ANDA 8 GB,,"3,1600","2,4",,Red,11.25,9.0
Silicon Power SP008GXLYU21ANDA 8 GB,,"3,2133","2,4",,Red,10.314,11.0
Silicon Power SP008GXLYU24ANDA 8 GB,,"3,2400","2,4",,Red,9.167,11.0
Silicon Power SP016GXLYU16ANDA 16 GB,,"3,1600","2,8",,Red,11.25,9.0
Silicon Power SP016GXLYU18ANDA 16 GB,,"3,1866","2,8",,Red,9.646,9.0
Silicon Power SP016GXLYU21ANDA 16 GB,,"3,2133","2,8",,Red,10.314,11.0
Silicon Power SP016GXLYU24ANDA 16 GB,,"3,2400","2,8",,Red,9.167,11.0
ADATA AX4U3300W4G16-QGZ 16 GB,,"4,3300","4,4",,Gold,9.697,16.0
ADATA AX4U3333W4G16-QGZ 16 GB,,"4,3333","4,4",,Gold,9.601,16.0
Pareema MD316D81610L1 8 GB,,"3,1600","1,8",,Black / Green,12.5,10.0
Pareema MD316D81610L2 16 GB,,"3,1600","2,8",,Black / Green,12.5,10.0
Pareema MD316D81610S1 8 GB,,"3,1600","1,8",,Black / Green,12.5,10.0
Pareema MD316D81610S2 16 GB,,"3,1600","2,8",,Black / Green,12.5,10.0
Pareema MD316D81611L1 8 GB,,"3,1600","1,8",,Black / Green,13.75,11.0
Pareema MD316D81611L2 16 GB,,"3,1600","2,8",,Black / Green,13.75,11.0
Klevv Neo 8 GB,,"3,1600","2,4",,Silver,11.25,9.0
Klevv Neo 16 GB,,"3,1600","2,8",,Silver,11.25,9.0
Klevv Urbane 16 GB,,"3,1600","2,8",,Silver,11.25,9.0
Klevv Genuine 32 GB,,"3,1600","4,8",,Black / Silver,11.25,9.0
Klevv Urbane 32 GB,,"3,1600","4,8",,Silver,11.25,9.0
Kingston KVR13LR9D4K3/48 48 GB,,"3,1333","3,16",,Black / Green,13.503,9.0
Kingston KVR18R13S8/4 4 GB,,"3,1866","1,4",,Black / Green,13.934,13.0
Kingston KVR18R13S8/4KF 4 GB,,"3,1866","1,4",,Black / Green,13.934,13.0
Kingston KTH-PL421/8G 8 GB,24.52,"4,2133","1,8",3.065,Green,14.065,15.0
Kingston KTL-TS421/8G 8 GB,28.99,"4,2133","1,8",3.624,Green,14.065,15.0
Kingston KVR16LE11K3/24 24 GB,,"3,1600","3,8",,Green,13.75,11.0
Crucial CT16G3ERSLD41339 16 GB,28.99,"3,1333","1,16",1.812,Green,13.503,9.0
Crucial CT16G3ERSLQ41067 16 GB,,"3,1066","1,16",,Black,13.133,7.0
Crucial CT16G3ERSLQ81067 16 GB,,"3,1066","1,16",,Green,13.133,7.0
Crucial CT2K4G4RFS8213 8 GB,,"4,2133","2,4",,Green,14.065,15.0
Crucial CT204872BB160B 16 GB,,"3,1600","1,16",,Green,13.75,11.0
Crucial CT2G3ERSLD81339 2 GB,,"3,1333","1,2",,Green,13.503,9.0
Crucial CT2G3ERSLS8160B 2 GB,,"3,1600","1,2",,Green,13.75,11.0
Crucial CT2G3ERVLS81339 2 GB,,"3,1333","1,2",,Green,13.503,9.0
Crucial CT2K4G3ERSLD8160B 8 GB,,"3,1600","2,4",,Green,13.75,11.0
Crucial CT2K8G3ERSLD4160B 16 GB,,"3,1600","2,8",,Green,13.75,11.0
Crucial CT2KIT102472BA160B 16 GB,,"3,1600","2,8",,Green,13.75,11.0
Crucial CT2KIT51272BB160B 8 GB,,"3,1600","2,4",,Green,13.75,11.0
Crucial CT2KIT51272BD160B 8 GB,,"3,1600","2,4",,Green,13.75,11.0
Crucial CT32G3ERSLQ41067 32 GB,,"3,1066","1,32",,Black,13.133,7.0
Crucial CT32G3ERSLQ41339 32 GB,,"3,1333","1,32",,Black,13.503,9.0
Crucial CT3K16G3ERSLD4160B 48 GB,,"3,1600","3,16",,Green,13.75,11.0
Crucial CT3K2G3ERSLS8160B 6 GB,,"3,1600","3,2",,Green,13.75,11.0
Crucial CT3K4G3ERSLD8160B 12 GB,,"3,1600","3,4",,Green,13.75,11.0
Crucial CT3K8G3ERSLD81339 24 GB,,"3,1333","3,8",,Green,13.503,9.0
Crucial CT3KIT102472BA160B 24 GB,,"3,1600","3,8",,Green,13.75,11.0
Crucial CT3KIT102472BD1339 24 GB,,"3,1333","3,8",,Green,13.503,9.0
Crucial CT3KIT51272BA1067 12 GB,,"3,1066","3,4",,Green,13.133,7.0
Crucial CT3KIT51272BD160B 12 GB,130.22,"3,1600","3,4",,Green,13.75,11.0
Crucial CT4G3ERSLD8160B 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Crucial CT4G3ERSLS41339 4 GB,,"3,1333","1,4",,Green,13.503,9.0
Crucial CT4G3ERSLS4160B 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Crucial CT4G3ERVDD8186D 4 GB,,"3,1866","1,4",,Green,13.934,13.0
Crucial CT51272BB160B 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Crucial CT8G3ERSLD41339 8 GB,23.24,"3,1333","1,8",2.905,Green,13.503,9.0
Crucial CT8G3ERSLD8160B 8 GB,54.99,"3,1600","1,8",6.874,Green,13.75,11.0
Crucial CT8G3ERSLQ81067 8 GB,48.99,"3,1066","1,8",6.124,Green,13.133,7.0
Crucial CT8G3ERSLS41339 8 GB,,"3,1333","1,8",,Green,13.503,9.0
Crucial CT8G3ERSLS4160B 8 GB,24.99,"3,1600","1,8",3.124,Green,13.75,11.0
Kingston D1G72K111S 8 GB,,"3,1600","1,8",,Green,13.75,11.0
Kingston D1G72KL111S 8 GB,,"3,1600","1,8",,Green,13.75,11.0
Kingston D51272K110S 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Kingston KFJ-PM316S8/4G 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Kingston KTD-PE316S8/4G 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Kingston KTH-PL316S8/4G 4 GB,23.99,"3,1600","1,4",5.997,Green,13.75,11.0
Kingston KVR18R13D4/16KF 16 GB,,"3,1866","1,16",,Green,13.934,13.0
Kingston KVR18R13D4K3/48 48 GB,,"3,1866","3,16",,Blue,13.934,13.0
Kingston KVR18R13D8/8 8 GB,,"3,1866","1,8",,Green,13.934,13.0
Kingston KVR18R13D8/8KF 8 GB,,"3,1866","1,8",,Green,13.934,13.0
Kingston KVR16R11S8/4EF 4 GB,64.66,"3,1600","1,4",16.165,Green,13.75,11.0
Kingston KVR16R11S8/4I 4 GB,28.99,"3,1600","1,4",7.247,Green,13.75,11.0
Kingston KVR16R11S8/4KF 4 GB,20.95,"3,1600","1,4",5.237,Green,13.75,11.0
Kingston KVR16R11S8K3/6 6 GB,,"3,1600","3,2",,Green,13.75,11.0
Kingston KVR16R11S8K4/16I 16 GB,,"3,1600","4,4",,Green,13.75,11.0
Kingston KVR18E13/8KF 8 GB,,"3,1866","1,8",,Green,13.934,13.0
Kingston KVR18R13D4/16 16 GB,91.93,"3,1866","1,16",5.746,Blue,13.934,13.0
Kingston KVR18R13S4/8 8 GB,,"3,1866","1,8",,Green,13.934,13.0
Kingston KVR18R13S4/8KF 8 GB,,"3,1866","1,8",,Green,13.934,13.0
Kingston KVR18R13S4K3/24 24 GB,,"3,1866","3,8",,Green,13.934,13.0
Kingston KVR18R13S4K4/32 32 GB,,"3,1866","4,8",,Green,13.934,13.0
Kingston KVR400D2S4R3K2/4G 4 GB,,"2,400","2,2",,Green,15.0,3.0
Kingston KVR667D2D4F5/4G 4 GB,,"2,667","1,4",,Black / Silver,14.993,5.0
Kingston KVR667D2D4F5/8G 8 GB,,"2,667","1,8",,Black / Silver,14.993,5.0
Kingston KVR667D2D4F5/8GI 8 GB,,"2,667","1,8",,Black / Silver,14.993,5.0
Kingston KVR16LR11S8K4/16 16 GB,,"3,1600","4,4",,Green,13.75,11.0
Kingston KVR16LSE11/4KF 4 GB,,"3,1600","1,4",,Green,13.75,11.0
Kingston KVR16R11D4K4/32 32 GB,149.0,"3,1600","4,8",4.656,Green,13.75,11.0
Kingston KVR16R11D4K4/32I 32 GB,,"3,1600","4,8",,Green,13.75,11.0
Kingston KVR16R11D8/4 4 GB,,"3,1600","1,4",,Green,13.75,11.0
